"","2-chlorodeoxyadenosine","2-chlorodeoxyadenosine&Valproic acid","5-Azacytidine","Acalabrutinib","Acalabrutinib&AZD6738","Acalabrutinib&BGB-10188","Acalabrutinib&Buparlisib","Acalabrutinib&Compound 7n","Acalabrutinib&Copanlisib","Acalabrutinib&Duvelisib","Acalabrutinib&Idelalisib","Acalabrutinib&Nemiralisib","Acalabrutinib&Pictilisib","Acalabrutinib&Pilaralisib","Acalabrutinib&Quizartinib","Acalabrutinib&Sonrotoclax","Acalabrutinib&Umbralisib","Acalabrutinib&Venetoclax","Acalabrutinib&ZSTK474","Alectinib","Alisertib","Alisertib&Crizotinib","Allopurinol","Avadomide","AZD6738","Bendamustine","BGB-10188","BGB-10188&Ibrutinib","BGB-10188&Sonrotoclax","BGB-10188&Venetoclax","BGB-10188&Zanubrutinib","Binimetinib","Binimetinib&Venetoclax","Bortezomib","Brigatinib","Buparlisib","Buparlisib&Ibrutinib","Buparlisib&Venetoclax","Busulfan","Cabozantinib","Cabozantinib&Ruxolitinib","CBL0137","Cerdulatinib","Ceritinib","Chlorambucil","Chlorambucil&Ibrutinib","Chlorambucil&Lenalidomide","Cobimetinib","Cobimetinib&Venetoclax","Compound 7n","Compound 7n&Ibrutinib","Compound 7n&Venetoclax","Copanlisib","Copanlisib&Ibrutinib","Copanlisib&Venetoclax","Copanlisib&Zanubrutinib","Crizotinib","Cyclosporine","Cytarabine","Cytarabine&Nutlin 3a","Dasatinib","Dasatinib&Venetoclax","Dexamethasone","Dexamethasone&Lenalidomide","Dimethyl fumarate","Doramapimod","Doramapimod&Palbociclib","Doxorubicin","Duvelisib","Duvelisib&Ibrutinib","Duvelisib&Venetoclax","Duvelisib&Zanubrutinib","Eltrombopag","Ensartinib","Entospletinib","Entrectinib","Etodolac","Etoposide","Everolimus","Flavopiridol","Fludarabine","Fludarabine&Ibrutinib","Ibrutinib","Ibrutinib&Idelalisib","Ibrutinib&Nemiralisib","Ibrutinib&Pictilisib","Ibrutinib&Pilaralisib","Ibrutinib&Quizartinib","Ibrutinib&Selinexor","Ibrutinib&SNX-5422","Ibrutinib&Umbralisib","Ibrutinib&Venetoclax","Ibrutinib&ZSTK474","Idelalisib","Idelalisib&JQ1","Idelalisib&Quizartinib","Idelalisib&Ruxolitinib","Idelalisib&Trametinib","Idelalisib&Venetoclax","Idelalisib&Zanubrutinib","Imiquimod","Ixazomib","JQ1","JQ1&Palbociclib","JQ1&Ruxolitinib","JQ1&Sorafenib","Karonudib","Lenalidomide","Lenalidomide&Methylprednisolone","Lorlatinib","Melphalan","Metformin","Methotrexate","Methylprednisolone","Mycophenolate mofetil","Navitoclax","Nemiralisib","Nemiralisib&Venetoclax","Niclosamide","Nutlin 3a","Obatoclax","Palbociclib","Palbociclib&Quizartinib","Palbociclib&Ruxolitinib","Palbociclib&Sorafenib","Palbociclib&Trametinib","Palbociclib&Venetoclax","Panobinostat","Panobinostat&Ruxolitinib","PD0325901","PD0325901&Venetoclax","Pictilisib","Pictilisib&Venetoclax","Pilaralisib","Pilaralisib&Venetoclax","Pimasertib","Pimasertib&Venetoclax","Pralatrexate","Prednisone","Pyrimethamine","Quizartinib","Refametinib","Refametinib&Venetoclax","Romidepsin","Ruxolitinib","Ruxolitinib&Venetoclax","S63845","Selinexor","Selumetinib","Selumetinib&Venetoclax","Simvastatin","SNX-5422","Sodium Salicylate","Sonrotoclax","Sonrotoclax&Copanlisib","Sonrotoclax&Duvelisib","Sonrotoclax&Ibrutinib","Sonrotoclax&Idelalisib","Sonrotoclax&Zanubrutinib","Sorafenib","Sorafenib&Venetoclax","Tacrolimus","TAK-659","Thalidomide","Tirabrutinib","Trametinib","Trametinib&Venetoclax","U0126","U0126&Venetoclax","Umbralisib","Umbralisib&Venetoclax","Valproic acid","Vandetanib","Vandetanib&Vemurafenib","Vemurafenib","Venetoclax","Venetoclax&Zanubrutinib","Venetoclax&ZSTK474","Vincristine","WP1066","Zanubrutinib","ZSTK474"
"113",58.40758681,52.51271646,24.61042517,20.4137101,24.68029964,12.7707833,17.60756629,22.82623658,46.6416457,25.49889358,0,17.36689259,16.87764106,0,24.23703659,0,28.47667856,41.38364425,46.56337737,40.42639536,0,12.72723628,0,0,20.50692291,25.39418125,23.16078494,17.16177033,40.19715211,29.47944186,14.49914223,0,27.55559127,94.92982671,19.61436872,24.87936631,8.71977324,55.69559467,0,19.47107266,48.09307664,57.28901329,24.81593512,24.16295607,13.23865414,0,0,42.94825521,67.24107226,0,33.68320376,42.00089612,40.33904194,43.22368996,58.9794469,24.72112476,9.83603444,22.8724808,39.3627028,14.4039842,35.26620138,63.55644586,0,33.79047481,32.89428612,0,7.01855766,28.73051965,0,37.95884713,37.52752096,35.00636725,20.8102048,9.47337124,6.31912107,25.87475316,24.85661166,9.44366314,22.28548005,60.89604259,47.7195856,26.79841462,0,0.99722255,11.00668147,16.56484475,6.53502406,13.36809264,31.07957747,42.00347741,2.46226383,3.77481463,21.38576459,37.07585943,13.78350617,6.54294371,0.48485372,25.32723632,4.3521233,3.73342257,12.65929026,66.78622733,44.86975829,8.01356382,17.73442465,8.48875706,5.84103652,0,15.66746148,0,16.66417009,0,0,36.39408678,17.97089496,44.18713428,15.74585497,22.77350024,0,11.65807168,24.66147694,0,17.40932426,5.7282655,17.09244034,46.96386254,31.81685362,64.78236701,70.20333842,15.01909036,50.68652341,16.59151067,43.36954133,12.71744067,36.75042401,15.32647312,51.93839398,0,14.84197478,0,0.24157584,19.53823679,56.64016273,85.7667022,0.54676665,33.65933821,0,51.77163941,0,44.63987593,4.1285308,45.4258767,15.97614406,0,52.20651943,24.42454579,38.0188626,0,65.31250808,0.1751305,38.70100565,3.46858623,0,10.26594377,0,34.37520148,60.6187828,6.79070587,46.26252543,0,38.25215081,0,20.82543431,31.60006934,0,40.7034365,44.16388887,51.77503236,0,27.24462551,15.93093536,34.85471117
"114",66.80862469,33.52859179,72.71636841,75.35045222,24.49691071,21.27413757,0,19.9473836,44.37129317,25.77786033,23.87658476,17.72154038,25.3732942,10.48356872,6.48912202,0,11.3652157,49.4480852,27.32839716,58.68042377,0,3.93609756,0,0,39.64844072,18.81453794,0,17.71126242,52.13418145,57.10257279,0,14.79801734,56.92921623,91.81944785,0,33.72985714,23.25616613,58.40315356,9.50642532,14.42439696,13.31563306,36.70198063,28.52621373,20.19602802,9.50772376,9.42378434,0.59787862,17.94860327,66.00198975,11.32158477,20.29865734,53.89322471,43.09795576,39.18597357,74.51401485,43.10944357,11.57970915,11.11633493,5.25861076,14.61793878,18.67051152,58.02610804,11.52978964,35.92095633,0.8950532,0,2.08072144,31.42375494,20.7021153,31.7479519,71.23855821,33.19666506,3.42635455,12.8502663,8.38699422,21.62834794,5.54025639,8.84247387,14.41054269,52.7525867,17.93892133,33.8999624,0,18.25347574,18.76726092,21.99094461,9.69822346,7.36577734,41.93292098,42.91145243,13.76958545,51.42086949,22.51973563,19.62827027,28.30841696,11.63001596,10.17769969,29.4260562,48.53365393,9.3644912,4.19843359,68.21725118,29.1555851,13.82051973,15.75933038,15.14834613,21.40342139,0,22.33525614,15.45819183,14.75030947,0,0,46.82762027,25.72411762,67.10690235,18.57379523,56.42722891,15.14281434,26.62752355,23.98038928,28.45894044,4.85489817,3.83938677,2.02213925,16.89144253,31.9389647,51.71497066,48.64978884,8.15595154,65.36457002,11.65141203,55.51007618,9.95105733,53.29595677,6.32453818,49.68701962,7.14207118,1.43194978,0.23672655,0,10.09838134,59.88038937,84.52574231,0,53.89513021,0,36.29545765,3.99300031,54.15155731,7.53785595,43.33528103,15.04404431,65.55038834,77.50710628,76.70224683,67.25534903,67.58175285,0,3.49637058,50.44527385,4.46324963,4.94167746,0,0,15.97417967,59.89159408,5.05682099,34.92828553,1.17373067,47.77003853,0,11.01427601,13.82262133,1.68963884,49.80548307,57.63070923,62.49238812,17.76506721,10.95084148,14.9093468,22.95826868
"115",10.78246966,12.48345052,2.81839675,0,21.60351922,20.59830295,28.31247239,17.30959988,12.36776997,15.59860746,24.56943403,27.49980714,25.33616164,21.57243371,19.55049172,86.24015848,10.41742462,63.1795914,37.44312129,22.28049353,20.38182024,13.21211274,19.24189439,29.05129949,1.88829471,0,4.54131015,0,79.59673406,57.85679483,6.62503876,1.39378071,68.60899355,87.20932391,0,23.09120538,29.33918851,62.79159887,0,2.14196042,7.55474803,40.87543308,27.86404302,15.86704017,1.19474288,25.47981475,0,7.23578034,72.63177404,0.46707817,6.67594938,56.94316725,0,23.98318378,68.25246642,26.9724596,9.41261612,4.15557288,2.91748462,2.99124993,30.81040782,66.82308124,61.88761968,55.96396795,0,0,5.32713234,42.55036037,26.68432659,30.96496697,76.86934316,32.34841609,5.78542785,7.93554954,10.24103748,16.77868759,0,0,0,35.2222808,9.16532001,28.1840373,25.18121126,57.296068,54.22733212,50.30043677,37.54967821,38.67891012,44.762452,64.46061695,31.25127376,74.96022539,48.40820589,32.12608742,27.06739644,18.56978159,20.45850016,42.22116866,66.75243845,27.87454938,11.99182778,58.55883289,24.37718668,24.92966519,21.75174018,16.07674053,19.25573896,0,44.48862043,7.75070402,16.54986064,6.04873698,14.19928178,39.89586827,1.44714223,41.8352312,9.96703188,71.9890614,9.92788634,0,27.04585786,7.38281524,16.94469595,10.74257635,5.75549934,21.44270919,46.3736965,65.34122334,65.90425966,24.42587656,71.64198921,29.50230403,63.74091777,12.8464032,57.8425459,20.90345903,65.53492632,6.15011298,3.11415325,0,0,0,63.08291346,78.91488707,1.59233022,54.52639614,0,31.30716524,16.32220852,68.21371583,14.36484302,55.87039752,5.22216676,69.79710472,72.29210177,81.25121777,82.21515954,75.52203822,78.25777769,8.53214509,45.54053958,6.34219325,1.27698408,0,0.90665505,13.01810538,66.45210512,0,54.13071928,2.78300116,56.02625102,0,21.73392432,18.60469311,7.09448691,63.26453116,64.70025919,75.29400503,45.62719433,23.45018416,27.19609228,36.33279334
"116",10.73125442,23.02794581,9.49616793,21.39269176,29.88277609,30.63816864,26.2646047,24.21840966,37.96242272,23.80115464,17.14452198,19.54072229,19.53433491,17.5528649,19.63687088,52.74350862,10.94003036,39.53182269,27.27420967,10.24268967,3.22673066,11.11724249,0,9.17285322,12.27460864,0.98075288,17.46211048,15.9130181,0,37.15008193,14.20337975,14.42617919,38.52927811,83.49727409,8.05465767,27.23909968,22.57689388,50.6596095,7.70834842,13.90058285,7.60248947,44.24716322,23.33231456,19.60241166,1.60679747,10.6564149,3.83065781,21.53347409,55.08628488,3.79007091,3.14620719,32.37247029,35.93613681,33.835671,56.76155226,32.11450229,14.10356952,8.9159248,13.3861342,13.50723701,22.09612153,43.33397003,36.5331539,22.93681757,0,12.3188913,1.72066067,28.64786255,24.32246912,25.39647452,53.66516189,18.00698248,11.60901251,5.78228058,11.28796402,21.20637808,0,0.97301506,23.76411061,49.8069966,14.40982723,22.57033521,20.82437929,26.06502726,24.52763039,35.14157665,23.38990873,16.41570811,39.22226629,60.27318356,17.91627914,39.00911319,31.31074123,24.47713603,30.25470591,27.89427143,20.87739919,46.49806165,44.3191211,22.46395587,5.2179584,58.52448784,31.77463131,22.84132424,15.07961846,18.47830965,21.36097896,0,28.13505518,21.46316699,9.56364792,9.33073253,22.53429527,33.98626953,13.93414542,41.30327582,20.16960833,39.08977381,9.13019175,10.46503399,33.21921102,15.69173189,8.58541039,4.90038809,8.0887369,20.23876257,35.14087484,67.39665771,64.76748516,24.56777436,48.4110702,21.75749623,48.45950259,15.31341697,36.20003564,22.2186496,50.50232589,21.16112004,16.14879449,5.14567171,6.2933828,20.31152399,43.95495458,84.07543246,0,29.10530619,0,33.59450822,12.52013941,45.00316733,21.08448519,53.00770924,12.62151029,50.05480757,65.73959803,58.79488437,51.58970212,46.4983836,0,4.84039672,26.01149883,11.11362728,4.46918538,0,9.44597927,29.86510881,54.56851271,2.6291715,35.35857533,9.21607504,30.99178845,0,21.91360897,19.78986675,7.86755077,43.26769903,38.62365212,49.60497767,30.55633972,15.99258533,12.5508816,30.81346083
"118",23.15832512,18.26891776,11.56745492,42.22518639,43.53193493,50.91865161,46.35279209,44.77975223,63.80346431,61.19588562,52.3101931,53.72397264,47.7739542,32.24302744,33.77190207,70.99860488,29.91929532,55.53745941,59.16698731,3.8527945,10.77878552,16.70467444,6.06691714,9.87378274,18.08860828,0,43.45064576,47.63763159,75.74579668,58.36694709,49.12200906,24.02338563,47.57018888,69.51238602,6.03731701,39.42285183,49.38613151,50.8331559,0,4.5406505,13.06947529,42.52628031,31.27190086,19.15724501,6.59794221,36.09822573,1.05838827,33.24544826,55.35988448,26.85732878,34.7073228,45.66264357,67.81891149,62.03860811,70.72099152,63.82231859,14.39094347,12.42722342,35.97382488,35.6098809,36.3070606,52.96976719,13.32947342,0,0,13.2230175,23.45017284,42.55909254,58.65037888,60.62160953,69.6857532,57.95027416,8.06160528,6.07079127,26.35439738,20.10186145,2.77218241,4.0371501,53.51922438,52.18559239,35.34824872,62.40317057,37.09857566,59.68098327,58.04610147,61.498782,45.24951098,36.65222107,54.94544868,70.9898528,42.30659901,61.08085055,57.49706947,54.95719014,51.72515466,38.21571582,40.32566334,57.4793051,57.82517905,47.83310186,0,50.57391778,28.44981949,27.195637,19.68845807,17.96375925,12.82108987,0,2.63455702,10.49336452,16.6419975,1.53618164,8.25568909,21.21039856,12.50641682,41.87908464,53.1778433,64.99139921,12.17351435,17.54921905,26.651613,16.62783603,18.27807587,16.12295655,16.43977087,35.20883999,41.75323856,63.84901395,61.0031297,27.4536437,55.27233518,48.03423673,60.21877062,21.10522066,43.76384243,23.94147741,54.17013843,6.17345101,2.88918885,0.62805744,9.03485357,28.32342188,48.99418194,85.91984274,0.90245362,39.71824209,4.55843815,40.29681909,17.66894305,51.8842983,11.83429757,51.59856199,4.20047073,63.0248829,82.70398328,84.79676691,76.37039547,77.9100516,79.23478197,11.24367101,37.26842608,19.05934896,33.00779357,0,27.77130952,34.06073905,55.81903109,10.67535913,38.52275528,23.76020798,47.03251156,3.62885809,27.78187849,24.12726802,4.77692562,43.02170099,58.859465,65.73105777,51.78095073,17.3344698,48.81977577,60.55071195
"119",30.01469617,41.08794723,8.77909674,7.78671488,24.71782845,7.92666838,23.34328035,13.56413107,31.21950165,3.86790485,7.48857159,10.85371501,6.59571514,2.18612615,16.03486528,69.62542461,0,50.14651361,14.22412124,0,0,7.40705253,0,1.21595917,9.82000017,17.32997202,0,2.69514456,61.66893259,59.64828558,9.61796768,11.03908147,65.26738446,89.33930427,13.35983207,20.06115005,12.35742001,56.74640364,0,0.52576359,7.00989343,46.373213,5.64642357,16.40317322,0,5.68032231,6.40901622,21.92227758,67.84965566,7.65613914,6.98736913,56.43746924,44.95409383,34.4214038,67.02744724,39.59353868,3.94048309,2.31018314,13.16615654,12.33506883,6.82238867,46.46341239,21.7418244,34.92508907,0,0,1.71745113,15.39053403,0,2.46143195,59.1990058,3.77032621,0,4.83674372,3.16323746,22.35532861,0,3.28682938,3.76761747,37.06177666,16.68068336,11.57373334,3.94066044,10.27077025,25.7817869,21.14594843,18.69275951,11.86876713,38.55620583,53.99190636,0.13667458,65.05021597,22.95875296,10.96120389,21.2742084,12.06327961,17.59085674,16.61762404,44.47082454,12.63846325,0,70.90093875,21.56237006,14.92123979,18.47154538,16.98154332,8.36342479,0,21.80257593,1.47578921,21.46831926,10.37588924,12.83924677,49.29530451,5.46481657,58.09054068,11.18743968,74.36898042,15.48052858,13.90953482,17.41188257,5.83307602,2.59291153,4.58634287,5.66880189,27.40038874,62.18930564,56.90890951,69.66313184,12.83213854,67.39463032,8.50241412,58.07852538,0,55.17403497,6.1614328,79.46191938,0.41638877,0,0,0,1.22413109,77.77116985,84.39291112,0.69936815,54.83293256,0,23.90648101,14.09938792,63.20780607,11.94014745,48.49952588,5.47510005,64.88631748,68.0227107,62.1951186,69.31517418,67.5698963,71.84185429,1.19663911,58.82932221,0,0,0,0,10.81688425,71.52825219,0,57.34554483,0,72.14374472,0,18.1056848,20.42084296,0,64.46602668,64.75474235,66.90697548,32.25675956,13.4237875,0,22.56614756
"120",21.50952989,18.33913295,14.65219215,40.82722979,42.73438059,47.36278058,48.45173371,40.01876447,60.0576765,53.0719701,47.13104783,47.67631128,45.1915964,35.62224282,36.67326229,77.08595664,34.89857806,56.10904221,54.74916404,8.63835164,36.37729132,36.9231696,8.79101495,0,19.31184088,6.55144522,39.43489468,48.66390709,71.39441361,54.6916043,46.77372449,32.06988734,54.71091909,73.80281694,9.89507146,37.52126434,51.09425056,51.59292148,0,3.485488,11.89676153,46.98853986,32.49928573,17.32376407,11.86391118,45.41663902,4.75419861,39.37874516,61.12670294,19.57707453,42.4378502,45.74602052,58.52798782,61.16307613,65.98746213,62.19585542,13.58649448,15.84144166,43.36967668,43.53521588,35.55215118,51.80621414,11.14441364,3.45299015,1.13062623,5.70377056,25.85153597,52.00003215,48.99692965,55.77090085,68.18890014,59.74981387,5.57209277,3.10972228,23.04527774,19.89485166,1.79288122,16.55256768,51.96117918,44.33604414,25.71774418,54.71688822,46.13382499,54.00318819,53.62643269,52.47382542,46.15914199,41.09289275,59.32925871,66.08692621,43.66298955,61.8824003,54.08103612,42.34758492,47.34544839,35.40270105,39.23268027,51.98262516,56.49909144,52.97899351,0,53.76374196,32.59708848,36.53798495,30.37900542,26.49061633,30.78515246,0,9.07362229,11.97562681,18.92860599,4.5463646,35.52418038,23.44897568,18.15665821,40.77730305,44.39415123,61.58854059,12.793891,13.65795991,25.66948372,28.72531741,0,23.5205567,27.81780143,41.63343183,36.74199639,67.74828096,65.87530509,35.25514647,61.76422316,42.65476292,59.80436155,21.60774191,41.76520867,35.23066005,60.35435951,42.46893343,2.84755027,11.01896174,7.61098807,34.99172555,51.78449048,86.79138792,1.44900286,41.1434018,1.70044444,44.55980872,27.48538005,50.75447981,15.00557528,50.07437055,13.04994851,59.760755,84.69669045,87.45702966,83.42286246,76.00811243,83.00213896,2.97519333,20.6260045,31.52753151,28.14789096,0,32.6865732,43.70749138,59.68957739,11.46336268,31.66034221,16.66321413,37.52949643,0,22.41162396,24.27179951,5.0401273,33.20417007,58.18570985,65.51868338,60.01802012,15.73668087,46.05268486,53.26289173
"122",42.12402141,27.35029588,32.32182686,53.55747442,49.37790245,37.75430425,37.50517395,37.62247889,68.74624543,52.05264323,43.12833188,52.03705323,49.08808162,49.30795208,30.56548564,79.3000819,30.1629162,75.43197059,51.99981479,0,12.96635436,18.06337495,10.12542473,0,25.36379995,14.14860449,49.4174065,47.25555413,78.58073905,83.30187338,0,42.46717071,68.08704421,90.02881835,26.14420411,33.44068186,47.78996391,72.78425899,0,0,8.12606109,46.28646524,49.35927263,23.63657148,5.06581919,35.24332217,0,54.44130484,84.85165888,18.99754397,51.60525285,71.98377117,72.42563517,72.52775121,86.32074731,67.79889449,9.20628985,22.26035392,25.96744049,17.10194628,47.9518451,77.3593785,72.11304862,68.05994499,0,13.45641446,7.05834028,47.33017705,56.0438984,42.66630879,71.49375002,53.42189381,0,4.26132663,26.5774515,36.03718696,12.40605592,14.37913586,35.72434944,49.30144711,19.60743211,40.30806729,56.79457976,44.72595117,60.87570962,27.99604621,41.91954136,35.71896454,65.41898911,72.47510538,50.54370509,77.98236113,64.61370379,39.00226284,26.91718946,31.8390924,29.69613417,67.87394188,63.80335778,53.97999759,14.06685338,70.87249091,24.86934592,32.61723815,38.19943662,17.28149167,11.69069903,0,51.04746158,7.40677622,11.41310315,0,3.31679895,73.80299726,9.97071505,59.42961324,38.93081914,74.0943184,16.35443366,4.37381718,13.03044385,34.70140644,14.49759951,14.26650469,2.20300052,51.54202572,64.20024596,68.59372769,61.0882301,31.80198086,77.92194519,38.63554549,78.16370113,23.31835795,68.49682591,49.39853559,75.28184245,10.9352615,18.69238485,11.53334436,0,37.3123489,73.35307805,93.76562986,23.50156373,61.59087568,11.83976902,44.49060304,37.61061172,75.4311173,21.64861968,50.95076274,0,81.6665251,90.11200193,83.52372748,0,82.16485302,84.71983141,0,67.94372947,15.09478029,43.84095169,0,0,60.11755818,83.88021727,19.03174583,70.72919154,20.55115265,58.7507161,3.19596319,38.27391302,24.00882324,1.8336992,69.94542741,70.77995735,74.02529706,44.07231818,3.81315455,48.59467667,51.88098483
"123",43.70457785,31.00536676,11.6466061,22.43530718,22.47740402,22.37007605,22.21035716,17.09860548,35.58435173,15.93004253,14.72049664,26.74690156,16.39304711,4.03112399,15.88809719,73.07024026,11.30108933,59.42827775,18.54612703,17.7800959,0,7.51362804,5.08465261,0,43.89809731,30.24063282,26.41405321,6.86629987,70.46026557,70.23475776,34.0042444,12.79689195,68.73352214,90.94173433,14.90549342,15.21961327,32.26958541,63.34202638,0.72061819,8.22839071,10.27239677,46.17042454,17.06705422,16.3267256,13.44731454,10.57422056,0.90324329,18.35657999,63.9434762,7.08158972,8.38025207,51.29470308,37.01877801,22.16049431,69.35637481,23.14719343,14.57408364,11.04334647,18.54341708,20.63566189,21.77370484,63.20755019,42.53677598,48.84424017,0,5.25748537,9.5924431,41.00117906,10.3485411,30.78843965,70.44185786,30.87559807,0.52686532,5.60494295,6.37397119,18.40145278,1.74640364,8.63554688,17.03852465,42.87097255,15.28157281,38.35202662,17.47372478,22.30500141,0,32.92723671,26.29287586,22.31749732,41.62285986,53.74700919,20.85653263,64.75038905,28.53947906,17.63893712,21.08223993,19.0239715,19.35919168,25.10092347,68.80891843,23.02904572,0,58.98369676,30.06418534,19.57667288,17.35137881,16.27349716,17.18577612,0,38.31394826,8.9318463,21.65957924,0,14.60303966,46.08963825,10.31574603,53.81345698,25.50095198,66.117076,15.70938232,20.7312975,26.00275496,12.49605157,13.31889495,2.67815621,10.33767965,12.69199878,52.96509588,65.3520732,70.63366299,14.73414891,73.88683271,24.92608684,62.90017387,17.84242967,65.96482587,12.47583139,74.77178501,11.36183085,1.6865334,0,3.50209916,13.64425485,70.06610598,80.66162514,1.30872338,66.44549867,0.73698858,25.60576049,4.47194718,67.2960417,9.16437282,43.50285338,8.32696435,74.96624942,87.72564253,73.49697144,80.14214991,82.5391209,82.80518472,2.97876297,60.22601774,0,6.1076394,0,3.21611173,14.26383004,68.32273333,1.08854396,61.38483093,3.25620834,59.31937307,0,20.32656972,19.084647,0.38752816,59.19697223,65.05375976,70.0385937,41.99309299,11.63226418,21.22465553,27.64196048
"126",57.46760819,50.92624774,14.93069163,2.12836499,23.36216194,13.35456587,28.47937956,16.21212204,50.2584585,23.52240142,0,18.53738188,33.08624253,16.26659094,23.294595,74.94702954,24.44617697,79.2951314,37.35740966,15.1226624,10.20015352,5.1103499,0,0,6.83809308,12.27635078,11.88162689,20.33056972,81.66283672,78.17114124,14.03273431,0,75.54318694,87.72166219,0.7721815,22.67040477,23.33515202,83.54460984,0,8.92144809,11.30397095,36.38195568,33.57993069,20.55746374,15.72545185,0,11.53176307,23.20321647,90.37549851,13.57005377,20.6786499,45.00772033,28.3714953,39.35119568,60.57270049,36.13879795,0,15.26623209,20.54068212,21.56643414,18.14973435,87.03117028,37.00359192,43.98070338,0.97233653,5.05926654,13.81014828,40.14388388,14.56873762,31.53095081,86.93864728,29.76608032,16.62263455,4.80764856,22.71674976,23.59139249,4.35380012,17.59807047,21.50878608,60.13862235,44.1254719,18.4626505,18.12036569,29.52853832,26.48063548,28.3975022,17.45770184,21.83186259,53.52673254,59.00842442,13.5799396,78.08509903,45.4493377,19.26785662,17.39882088,12.39057378,23.0677714,22.69864157,82.78989681,11.77561837,12.23668378,69.38587393,42.0001645,22.11488393,21.28121931,18.82168013,26.99863521,0,34.60612618,0,36.5129782,29.72363524,0,42.45343874,28.06754487,79.15113902,29.43603194,80.93918669,32.19059076,0,25.46077421,32.05399884,16.03596693,7.67771406,23.53102822,29.11730213,76.46385023,65.63035644,60.73551542,24.97769719,76.9608472,39.74439113,76.60214977,27.03953685,81.56729264,29.32262445,83.74042751,0,23.42191551,22.85944902,16.77616855,16.2939989,80.21938146,92.85598535,18.48198124,0,20.01892298,59.75995363,24.52636513,53.57566047,24.76679997,66.97606141,17.12168048,90.8419264,90.57049098,88.06997557,0,81.28184496,78.18061629,20.10749555,51.17064492,23.11400865,0,0,0,34.79062899,85.1338785,21.55462752,79.60345312,4.03960257,75.33943565,9.68538724,17.60836537,17.29535997,18.63846795,86.11693854,77.44884434,88.52778486,62.50257642,28.37691924,21.36015424,39.25382015
"127",23.99839282,25.7385851,14.96886053,18.73039421,16.16674754,19.94957177,19.28043838,14.21571362,18.35990773,14.04633941,14.53136138,25.46748331,21.40396047,8.94172889,22.92609378,76.02698246,15.73004217,58.74700689,23.66722478,4.57007483,0,16.26504477,0,13.37853994,5.95164388,2.9957091,20.78399367,14.94192645,75.86209377,58.35803818,16.70728716,10.19560983,53.05080062,91.14466602,9.78808865,11.49059015,16.96788916,53.23192053,0,7.49340547,7.47811502,41.5924545,14.61598359,8.77794398,5.98941727,16.40761417,0,14.96316727,55.6355938,8.08750545,12.48134558,48.10975787,20.16465425,22.02556835,54.80852702,18.04296549,12.82326905,8.99771857,21.65265368,20.52388272,16.00108015,58.42698851,16.05537332,12.69646825,0,5.50578153,4.11026115,35.02514731,17.74962464,23.05278578,62.10027482,18.25865079,8.35489885,3.41024421,2.64678243,19.64646729,1.2833994,1.91230912,17.43891031,45.99784914,19.25898044,38.71423952,18.91151049,19.38346449,20.71919275,22.50019415,12.95271624,14.29143762,38.74361359,52.90117941,13.49168073,57.60929843,23.08084994,17.3894395,15.98174255,12.40638821,14.36813669,27.80188489,56.42822518,11.10910152,0,59.40534456,15.02442891,16.96936427,8.55034349,13.78408172,10.22347428,0,8.87851146,5.96803109,8.80995429,0,14.34191381,19.47780456,10.05837317,41.40735439,23.31343232,58.62025362,0,9.01004093,30.07456037,12.31950037,17.76238954,6.9499941,13.62924545,13.19495068,47.02514781,54.74303079,53.88560131,13.03635513,53.60194246,18.3115786,53.6729671,10.70384959,42.01586705,9.5607641,50.21786268,8.92222315,3.36019114,1.47009727,6.56001975,9.76170406,56.79014248,81.53739876,0,48.93297466,0,38.16653733,9.19814926,48.06114955,7.24597913,46.59851187,4.45291343,75.45437359,77.60491011,85.11370805,79.19201664,72.54158455,78.13284048,3.00717417,48.45278338,8.69452694,5.81488981,0,11.019187,16.6607767,57.24839057,3.0314397,48.33438421,8.8050363,45.38629853,0,16.83907446,16.36509908,6.17128269,46.12566209,60.92200356,60.31695152,33.3856785,12.10055157,14.76308281,27.50134037
